"","YEAR","METRO","HHINCOME","SFRELATE","SPLOC","SPRULE","NCHILD","NCHLT5","RELATE","RELATED","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCSS","INCWELFR","PRICEINDEX"
"3941",2009,2,36784.7647324009,0,1,11,0,0,2,201,2,27,1,10,101,3,30,33,60,13457.8407557564,13457.8407557564,0,0,1.11459187786748
"3942",2013,4,6629.42016225529,0,0,0,1,0,1,101,2,49,3,7,71,1,10,72,40,6629.42016225529,4615.41910030431,0,0,1.19165776291851
"3943",2012,4,55080.7917304908,0,2,11,1,0,1,101,2,51,1,6,61,1,10,72,50,34264.8782149243,34264.8782149243,0,0,1.16737610299101
"3944",2010,4,24147.1977367042,0,0,0,0,0,10,1001,2,50,4,6,63,1,10,72,32,16929.7696308996,16929.7696308996,0,0,1.12228343410662
"3945",2012,2,256986.586611932,0,2,21,0,0,1,101,2,32,6,11,115,1,10,72,40,149908.842190294,149908.842190294,0,0,1.16737610299101
"3946",2006,2,57316.1567795628,0,4,21,2,1,1,101,2,35,6,7,71,1,10,72,40,45658.6333667703,45658.6333667703,0,0,1.0293781599299
"3947",2008,1,53777.6915113397,0,0,0,1,0,1,101,2,46,4,10,101,1,10,72,32,53777.6915113397,32010.5306615117,0,1646.25586259203,1.09339018368985
"3948",2008,3,107006.631068482,0,1,11,1,1,2,201,2,29,1,10,101,1,10,72,40,68593.994274668,68593.994274668,0,0,1.09339018368985
"3949",2006,3,25646.5515081433,0,0,0,0,0,11,1115,2,41,2,7,71,2,20,20,40,15543.3645503899,15543.3645503899,0,0,1.0293781599299
"3950",2016,0,72879.5513076044,0,2,11,0,0,1,101,2,55,1,6,63,1,10,72,45,37591.0000297121,37591.0000297121,0,0,1.27690138496078
"3951",2017,4,180788.649147685,0,1,11,2,1,2,201,2,35,1,10,101,1,10,72,40,168175.487579242,152886.80689022,0,0,1.30815734900926
"3952",2010,3,9293.55248685702,0,1,21,0,0,11,1114,2,45,4,6,64,1,10,7,25,1425.66481102313,0,0,0,1.12228343410662
"3953",2005,3,60600,2,7,31,2,1,7,701,2,43,1,3,30,1,10,72,40,13000,13000,0,0,1
"3954",2010,4,97658.0395550843,0,1,21,2,1,11,1114,2,38,4,2,23,1,10,72,40,26731.2152066836,26731.2152066836,0,0,1.12228343410662
"3955",2007,3,173360.935327779,0,1,11,2,1,2,201,2,37,1,10,101,1,10,46,40,50877.6658027178,50877.6658027178,0,0,1.06136944665247
"3956",2012,4,51654.3039089984,0,1,11,2,0,2,201,2,45,1,6,63,1,10,46,35,10536.4500510892,9251.51711802956,0,0,1.16737610299101
"3957",2009,3,153598.822492367,0,1,11,2,0,2,201,2,45,1,7,71,1,10,46,35,9510.2074674012,8971.89383717095,0,0,1.11459187786748
"3958",2012,0,59106.9149207444,0,0,0,0,0,1,101,2,42,6,10,101,1,10,72,50,59106.9149207444,59106.9149207444,0,0,1.16737610299101
"3959",2015,3,64220.0682086485,0,0,0,0,0,1,101,2,47,6,6,65,1,10,33,40,64220.0682086485,64220.0682086485,0,0,1.24571652182123
"3960",2007,0,70663.4247259969,0,1,11,0,0,2,201,2,55,1,10,101,1,10,72,40,51819.8447990644,51819.8447990644,0,0,1.06136944665247
"3961",2011,1,79455.6855594662,0,1,11,3,1,2,201,2,40,1,7,71,1,10,72,48,30660.9591464313,30660.9591464313,0,0,1.14151680098611
"3962",2019,4,79396.2917130881,0,0,0,0,0,11,1115,2,34,6,6,63,2,20,20,40,6954.41971209531,6954.41971209531,0,0,1.38041711565142
"3963",2010,3,175267.667705156,0,0,0,1,0,1,101,2,38,6,8,81,1,10,72,50,175267.667705156,80193.6456200509,0,0,1.12228343410662
"3964",2011,1,50809.5894426575,0,2,11,1,1,1,101,2,33,1,8,81,1,12,72,40,26280.8221255125,26280.8221255125,0,0,1.14151680098611
"3965",2016,4,28193.2500222841,0,2,11,0,0,1,101,2,29,1,7,71,1,10,72,36,28193.2500222841,28193.2500222841,0,0,1.27690138496078
"3966",2018,3,86207.6763183603,0,2,11,1,0,1,101,2,49,1,6,63,1,10,72,15,4172.54094540033,4172.54094540033,0,0,1.34210786024119
"3967",2007,2,40513.6968429049,0,1,11,3,1,2,201,2,32,1,7,71,1,10,72,40,18843.5799269325,18843.5799269325,0,0,1.06136944665247
"3968",2013,4,75189.372979503,0,1,11,1,0,2,201,2,53,1,6,65,1,10,46,25,3021.00159292646,3021.00159292646,0,0,1.19165776291851
"3969",2009,4,33644.6018893911,0,0,0,0,0,3,301,2,48,6,6,63,1,10,72,12,12740.0892487827,4665.38479532889,8074.70445345385,0,1.11459187786748
"3970",2006,4,86848.5494253036,0,2,11,0,0,1,101,2,50,1,11,114,1,10,46,40,50710.2268456471,43715.7127979716,0,0,1.0293781599299
"3971",2016,3,71031.3271394768,0,0,0,1,0,1,101,2,39,4,10,101,1,10,72,40,25060.6666864747,25060.6666864747,0,0,1.27690138496078
"3972",2008,0,13901.7161729994,0,0,0,2,1,1,101,2,25,2,6,63,2,20,20,35,12804.2122646047,12804.2122646047,0,0,1.09339018368985
"3973",2017,4,74532.3183589821,0,1,21,0,0,11,1114,2,30,6,10,101,1,10,72,40,38221.7017225549,38221.7017225549,0,0,1.30815734900926
"3974",2010,1,49898.2683858095,1,0,0,2,0,12,1260,2,31,4,7,71,1,10,72,32,14256.6481102313,14256.6481102313,0,0,1.12228343410662
"3975",2019,1,90914.5493612459,0,2,11,4,0,1,101,2,54,1,2,26,1,10,7,5,362.209360004964,0,0,0,1.38041711565142
"3976",2019,1,9562.32710413105,0,0,0,0,0,1,101,2,53,4,6,65,1,10,72,40,9562.32710413105,0,0,0,1.38041711565142
"3977",2013,4,42294.0223009704,0,2,11,2,0,1,101,2,29,1,6,64,1,10,72,40,6545.50345134066,6545.50345134066,0,0,1.19165776291851
"3978",2008,0,68593.994274668,0,2,11,1,0,1,101,2,46,1,7,71,1,10,72,35,45729.3295164454,45729.3295164454,0,0,1.09339018368985
"3979",2019,4,83380.5946731427,0,1,11,1,0,2,201,2,46,1,6,65,1,12,20,40,25716.8645603524,15937.2118402184,0,0,1.38041711565142
"3980",2014,4,110174.855220958,0,1,21,3,0,11,1114,2,34,4,5,50,1,10,7,10,985.096686276356,0,0,0,1.21815453926251
"3981",2012,3,26555.2806165663,0,0,0,1,0,5,501,2,55,4,7,71,1,10,72,40,17132.4391074621,17132.4391074621,0,0,1.16737610299101
"3982",2007,4,146414.616032266,0,2,11,2,0,1,101,2,38,1,7,71,1,10,59,25,68213.7593354956,35802.8018611717,0,0,1.06136944665247
"3983",2017,1,120780.577443274,0,1,11,1,0,2,201,2,37,1,6,63,1,10,72,40,16817.5487579242,16435.3317406986,0,0,1.30815734900926
"3984",2008,1,18291.7318065781,0,4,21,2,2,1,101,2,32,6,6,63,1,10,7,30,4572.93295164454,0,0,0,1.09339018368985
"3985",2011,3,157860.138233912,0,1,11,0,0,2,201,2,52,1,6,63,1,10,72,40,74549.9320960372,74462.3293556188,0,0,1.14151680098611
"3986",2017,4,135151.937290954,0,0,0,2,0,1,101,2,37,3,7,71,1,10,33,20,8255.88757207187,0,0,4586.60420670659,1.30815734900926
"3987",2006,4,102974.790146333,0,1,11,0,0,2,201,2,29,1,10,101,1,10,72,40,56344.6964951634,56344.6964951634,0,0,1.0293781599299
"3988",2007,4,70663.4247259969,0,2,11,2,1,1,101,2,34,1,8,81,1,10,59,40,51819.8447990644,51819.8447990644,0,0,1.06136944665247
"3989",2017,3,255015.193892887,0,2,11,0,0,1,101,2,48,1,10,101,1,10,72,32,97312.4525856249,61919.156790539,0,0,1.30815734900926
"3990",2016,0,61868.5208822345,0,0,0,0,0,3,301,2,25,6,8,81,1,10,72,40,19578.6458488084,19578.6458488084,0,0,1.27690138496078
"3991",2013,2,85091.5448674286,0,0,0,2,0,11,1115,2,46,6,6,63,1,10,72,38,23832.3458997532,23832.3458997532,0,0,1.19165776291851
"3992",2017,0,23773.8984714292,0,0,0,0,0,1,101,2,48,6,7,71,1,10,46,40,23773.8984714292,22933.021033533,0,0,1.30815734900926
"3993",2009,2,36067.0132254272,0,2,11,1,1,1,101,2,33,1,11,114,1,10,72,40,29607.2496626641,29607.2496626641,0,0,1.11459187786748
"3994",2012,4,135363.401388058,0,1,11,2,0,2,201,2,53,1,10,101,1,12,59,30,25698.6586611932,0,0,0,1.16737610299101
"3995",2019,4,76643.5005770504,0,1,11,2,0,2,201,2,48,1,5,50,1,10,72,40,18834.8867202581,18834.8867202581,0,0,1.38041711565142
"3996",2014,3,85703.411706043,0,2,11,3,0,1,101,2,41,1,10,101,1,10,72,40,29881.2661503828,29881.2661503828,0,0,1.21815453926251
"3997",2018,4,44705.7958435749,0,1,11,1,0,2,201,2,44,1,7,71,1,10,72,40,22352.8979217875,22352.8979217875,0,0,1.34210786024119
"3998",2016,3,147231.416783039,0,2,11,1,0,1,101,2,49,1,6,65,1,10,72,40,31325.8333580934,31325.8333580934,0,0,1.27690138496078
"3999",2016,4,29524.5979400031,0,1,21,0,0,11,1114,2,49,4,7,71,1,10,72,40,23494.3750185701,23494.3750185701,0,0,1.27690138496078
"4000",2019,4,31512.2143204319,0,0,0,2,0,1,101,2,33,3,6,65,1,10,72,40,26441.2832803624,26441.2832803624,0,0,1.38041711565142
"4001",2018,3,51411.6652201112,0,1,21,0,0,11,1114,2,28,6,6,63,1,10,72,40,26823.477506145,26823.477506145,0,0,1.34210786024119
"4002",2009,3,41270.7116509864,0,1,11,2,2,2,201,2,33,1,10,101,1,10,72,32,19738.1664417761,19738.1664417761,0,0,1.11459187786748
"4003",2013,0,68476.0361063331,0,1,21,2,0,11,1114,2,38,4,7,71,1,10,72,40,32140.1002803009,29370.8488201184,0,0,1.19165776291851
"4004",2016,0,23494.3750185701,0,0,0,0,0,1,101,2,28,6,10,101,1,10,72,45,23494.3750185701,23494.3750185701,0,0,1.27690138496078
"4005",2014,4,84554.1322387205,0,0,0,0,0,11,1115,2,28,6,11,116,1,10,72,60,81270.4766177994,73882.2514707267,1641.82781046059,0,1.21815453926251
"4006",2017,3,112601.133274647,0,1,11,2,0,2,201,2,43,1,11,115,1,10,72,35,44413.6174016088,44337.1739981637,0,0,1.30815734900926
"4007",2013,3,47832.5252213356,0,2,11,3,1,1,101,2,39,1,8,81,1,10,72,40,46154.1910030431,46154.1910030431,0,0,1.19165776291851
"4008",2011,3,25404.7947213288,0,0,0,2,0,1,101,2,46,3,6,63,1,10,72,40,25404.7947213288,25404.7947213288,0,0,1.14151680098611
"4009",2010,3,47626.1150932414,0,0,0,0,0,1,101,2,55,4,8,81,1,10,46,12,47626.1150932414,10870.6941840514,0,0,1.12228343410662
"4010",2017,4,23773.8984714292,0,0,0,2,1,1,101,2,41,4,10,101,1,10,72,40,22933.021033533,22933.021033533,0,0,1.30815734900926
"4011",2007,4,117772.374543328,0,2,11,1,0,1,101,2,44,1,11,114,1,10,72,40,63125.9927552239,63125.9927552239,0,0,1.06136944665247
"4012",2009,1,14355.0301394735,0,0,0,1,0,1,101,2,36,4,6,63,1,10,72,35,14355.0301394735,0,0,0,1.11459187786748
"4013",2009,3,125606.513720393,0,0,0,0,0,1,101,2,32,2,11,114,1,10,72,60,125606.513720393,125606.513720393,0,0,1.11459187786748
"4014",2017,3,133775.956028942,0,1,11,2,1,2,201,2,42,1,11,114,1,10,72,50,57332.5525838324,57332.5525838324,0,0,1.30815734900926
"4015",2007,3,99870.9736127423,0,1,11,1,1,2,201,2,34,1,10,101,1,10,20,50,94217.8996346625,94217.8996346625,0,0,1.06136944665247
"4016",2016,0,42289.8750334261,0,1,11,2,0,2,201,2,39,1,6,64,1,10,72,40,20361.7916827607,20361.7916827607,0,0,1.27690138496078
"4017",2009,4,49829.8983716474,0,0,0,1,0,1,101,2,54,6,10,101,1,10,72,40,49345.4161044402,49345.4161044402,0,0,1.11459187786748
"4018",2008,3,94293.8774629103,0,1,11,2,0,2,201,2,44,1,6,63,1,10,7,25,29266.770890525,18291.7318065781,0,0,1.09339018368985
"4019",2017,4,49229.5518186508,0,2,11,3,0,1,101,2,36,1,8,81,1,10,72,40,32106.2294469462,32106.2294469462,0,0,1.30815734900926
"4020",2017,3,7567.89694106588,0,0,0,3,0,1,101,2,30,6,6,63,2,20,7,40,7567.89694106588,1146.65105167665,0,0,1.30815734900926
"4021",2016,4,8536.28959008046,0,0,0,2,0,1,101,2,36,6,8,81,1,10,72,56,8536.28959008046,8536.28959008046,0,0,1.27690138496078
"4022",2012,3,51397.3173223864,0,1,11,2,0,2,201,2,33,1,7,71,1,10,72,24,17132.4391074621,17132.4391074621,0,0,1.16737610299101
"4023",2007,1,83853.9306748496,0,4,21,2,0,1,101,2,50,3,5,50,1,10,72,84,56530.7397807975,56530.7397807975,0,0,1.06136944665247
"4024",2007,3,15828.6071386233,0,0,0,0,0,1,101,2,32,6,6,65,1,10,72,50,15828.6071386233,15828.6071386233,0,0,1.06136944665247
"4025",2014,0,78807.7349021085,0,2,11,2,0,1,101,2,53,1,10,101,1,10,72,40,25448.3310621392,25448.3310621392,0,0,1.21815453926251
"4026",2006,2,4371.57127979716,0,0,0,0,0,1,101,2,53,4,7,71,1,10,20,8,4371.57127979716,4371.57127979716,0,0,1.0293781599299
"4027",2019,3,128222.113441757,0,1,11,3,1,2,201,2,42,1,6,63,1,10,72,75,73311.1744650047,72441.8720009928,0,0,1.38041711565142
"4028",2013,3,47832.5252213356,0,1,11,2,1,2,201,2,31,1,6,63,1,10,72,50,25175.0132743872,25175.0132743872,0,0,1.19165776291851
"4029",2011,2,24616.3700575634,0,1,11,2,0,2,201,2,40,1,10,101,1,10,72,15,4467.73976133713,4467.73976133713,0,0,1.14151680098611
"4030",2010,3,44552.0253444727,0,0,0,1,0,1,101,2,50,6,6,65,1,10,72,40,44552.0253444727,44552.0253444727,0,0,1.12228343410662
"4031",2017,3,37839.4847053294,1,0,0,1,1,3,301,2,31,3,10,101,1,10,72,22,3057.7361378044,3057.7361378044,0,0,1.30815734900926
"4032",2007,4,90449.183649276,0,1,11,3,0,2,201,2,38,1,6,65,1,10,33,27,5653.07397807975,5653.07397807975,0,0,1.06136944665247
"4033",2010,2,89014.9466382565,0,1,11,3,0,2,201,2,44,1,6,63,1,10,72,40,26731.2152066836,26731.2152066836,0,0,1.12228343410662
"4034",2018,4,84941.0121027924,0,1,11,2,1,2,201,2,37,1,10,101,1,10,72,40,29803.8638957166,29803.8638957166,0,0,1.34210786024119
"4035",2015,4,24082.5255782432,0,0,0,4,1,1,101,2,36,6,6,61,1,10,46,40,24082.5255782432,24082.5255782432,0,0,1.24571652182123
"4036",2012,0,66816.5125191024,0,2,21,0,0,1,101,2,54,4,6,63,1,10,72,40,44544.3416794016,44544.3416794016,0,0,1.16737610299101
"4037",2018,4,100588.040648044,0,1,11,0,0,2,201,2,27,1,10,101,1,10,72,40,37254.8298696458,37254.8298696458,0,0,1.34210786024119
"4038",2015,3,106765.863396878,0,1,11,2,0,2,201,2,51,1,7,71,1,10,33,40,16055.0170521621,16055.0170521621,0,0,1.24571652182123
"4039",2006,1,110746.472421528,0,1,11,1,0,2,201,2,46,1,7,71,1,10,72,40,13600.4439815912,13600.4439815912,0,0,1.0293781599299
"4040",2005,4,95500,0,1,11,3,2,2,201,2,38,1,8,81,1,10,72,16,15500,13000,0,0,1
"4041",2015,0,68233.8224716891,0,2,11,2,2,1,101,2,27,1,8,81,1,10,72,40,28096.2798412837,28096.2798412837,0,0,1.24571652182123
"4042",2006,2,157376.566072698,0,1,21,1,0,11,1114,2,29,6,7,71,3,30,7,40,11657.5234127924,11657.5234127924,0,0,1.0293781599299
"4043",2012,4,102794.634644773,0,2,11,3,2,1,101,2,35,1,10,101,1,10,72,40,38547.9879917898,38547.9879917898,0,0,1.16737610299101
"4044",2012,0,36834.7440810436,0,1,11,0,0,2,201,2,52,1,6,65,1,10,72,40,11136.0854198504,11136.0854198504,0,0,1.16737610299101
"4045",2013,4,58573.8642184075,0,1,21,0,0,11,1114,2,40,4,8,81,1,10,72,40,16615.5087610955,16615.5087610955,0,0,1.19165776291851
"4046",2010,1,92311.7965137475,0,2,11,1,0,1,101,2,40,1,8,81,1,10,72,40,42413.5281279381,42413.5281279381,0,0,1.12228343410662
"4047",2007,4,74761.9033601047,0,1,11,2,0,2,201,2,44,1,7,71,1,10,72,38,22612.295912319,22612.295912319,0,0,1.06136944665247
"4048",2018,4,21607.8013243946,0,0,0,0,0,1,101,2,50,2,6,65,1,10,72,40,21607.8013243946,21607.8013243946,0,0,1.34210786024119
"4049",2018,4,313685.667502417,0,0,0,0,0,1,101,2,47,2,10,101,1,10,72,45,313685.667502417,313685.667502417,0,0,1.34210786024119
"4050",2016,0,61085.3750482822,0,2,11,0,0,1,101,2,47,1,6,63,1,10,72,40,18012.3541809037,18012.3541809037,0,0,1.27690138496078
"4051",2009,4,43962.2798021376,0,0,0,0,0,1,101,2,38,4,10,101,1,10,46,40,43962.2798021376,43962.2798021376,0,0,1.11459187786748
"4052",2019,3,38394.1921605262,0,2,11,1,0,1,101,2,37,1,11,114,1,10,72,40,38394.1921605262,38394.1921605262,0,0,1.38041711565142
"4053",2012,3,18674.3586271337,0,0,0,0,0,1,101,2,33,6,7,71,1,10,72,14,1370.59512859697,1370.59512859697,0,0,1.16737610299101
"4054",2009,1,64597.6356276308,0,2,11,0,0,1,101,2,47,1,7,71,1,10,72,40,24224.1133603616,24224.1133603616,0,0,1.11459187786748
"4055",2019,3,64183.4985928796,0,2,11,1,0,1,101,2,51,1,3,30,1,10,72,40,10721.3970561469,0,0,0,1.38041711565142
"4056",2005,2,49800,0,2,11,2,0,1,101,2,33,1,6,62,1,10,72,48,28000,28000,0,0,1
"4057",2018,4,63333.2107783978,0,2,11,2,0,1,101,2,36,1,11,114,1,10,72,40,29803.8638957166,29803.8638957166,0,0,1.34210786024119
"4058",2015,4,24082.5255782432,0,0,0,0,0,1,101,2,27,6,10,101,1,10,72,60,24082.5255782432,24082.5255782432,0,0,1.24571652182123
"4059",2018,3,49176.3754279324,0,0,0,0,0,3,301,2,31,6,10,101,1,10,72,45,14901.9319478583,14901.9319478583,0,0,1.34210786024119
"4060",2016,4,41506.7291994738,0,1,21,0,0,11,1114,2,33,4,7,71,1,10,72,36,14096.625011142,14096.625011142,0,0,1.27690138496078
"4061",2010,1,60679.8585191719,0,2,11,0,0,1,101,2,54,1,8,81,1,10,72,40,23612.5734325706,23612.5734325706,0,0,1.12228343410662
"4062",2013,0,31720.5167257278,0,0,0,0,0,1,101,2,52,5,6,63,1,10,72,40,26853.3474926796,26853.3474926796,0,0,1.19165776291851
"4063",2014,0,164839.512170244,0,1,21,1,0,11,1114,2,47,4,6,64,1,10,59,38,36941.1257353633,36941.1257353633,0,0,1.21815453926251
"4064",2011,2,80068.9047423948,0,0,0,0,0,1,101,2,42,6,6,63,2,20,72,30,77966.4389723538,77966.4389723538,0,0,1.14151680098611
"4065",2013,2,12587.5066371936,0,0,0,3,1,1,101,2,30,6,6,63,1,10,72,40,12587.5066371936,12587.5066371936,0,0,1.19165776291851
"4066",2009,3,108559.915429768,0,1,11,2,0,2,201,2,50,1,10,101,1,10,20,8,5383.13630230257,5383.13630230257,0,0,1.11459187786748
"4067",2016,4,99459.5209119466,0,1,11,0,0,2,201,2,30,1,8,81,1,10,72,45,43073.0208673785,43073.0208673785,0,0,1.27690138496078
"4068",2016,4,58735.9375464252,0,2,11,3,1,1,101,2,37,1,6,65,1,12,72,40,25060.6666864747,25060.6666864747,0,0,1.27690138496078
"4069",2007,1,84796.1096711962,0,1,11,1,0,2,201,2,46,1,6,65,1,10,72,40,50877.6658027178,50877.6658027178,0,0,1.06136944665247
"4070",2011,1,56065.75386776,0,4,21,2,0,1,101,2,40,6,7,71,1,10,72,46,31536.986550615,31536.986550615,0,0,1.14151680098611
"4071",2005,1,68000,0,2,11,2,1,1,101,2,38,1,8,81,3,30,20,3,2000,1000,0,0,1
"4072",2005,1,75500,0,1,11,2,0,2,201,2,43,1,6,65,1,10,33,36,11500,11500,0,0,1
"4073",2006,1,30212.4148448204,0,0,0,0,0,3,301,2,51,4,6,65,1,10,72,25,15349.07249351,15349.07249351,0,0,1.0293781599299
"4074",2019,4,39480.8202405411,0,2,11,0,0,1,101,2,55,1,11,114,2,20,20,40,27527.9113603773,18110.4680002482,0,0,1.38041711565142
"4075",2019,4,63929.9520408761,0,2,11,1,0,1,101,2,54,1,6,65,1,10,72,40,21225.4684962909,21225.4684962909,0,0,1.38041711565142
"4076",2009,4,125606.513720393,0,2,21,0,0,1,101,2,51,4,11,116,1,10,72,40,89718.9383717095,89718.9383717095,0,0,1.11459187786748
"4077",2012,0,19188.3318003576,0,0,0,2,0,1,101,2,31,3,6,63,1,10,72,40,19188.3318003576,17132.4391074621,0,0,1.16737610299101
"4078",2010,3,11227.1103868071,0,0,0,3,0,1,101,2,31,4,3,30,1,10,46,40,11227.1103868071,8019.36456200509,0,0,1.12228343410662
"4079",2015,3,83726.9139270255,0,1,11,0,0,2,201,2,53,1,10,101,1,10,72,40,80275.0852608107,80275.0852608107,0,0,1.24571652182123
"4080",2017,4,65664.8835593494,0,1,11,2,0,2,201,2,43,1,11,114,1,10,72,50,26755.1912057885,26755.1912057885,0,0,1.30815734900926
"4081",2009,3,232372.050382728,0,2,11,2,2,1,101,2,30,1,11,115,2,20,33,40,129195.271255262,118428.998650657,0,0,1.11459187786748
"4082",2019,2,190159.914002606,0,2,11,0,0,1,101,2,34,1,11,116,1,10,72,50,58315.7069607992,55780.2414407644,0,0,1.38041711565142
"4083",2016,1,95465.4771587897,0,2,11,1,0,1,101,2,55,1,11,114,1,10,72,40,51609.3104574589,50121.3333729495,0,0,1.27690138496078
"4084",2012,0,11907.0451796862,0,0,0,3,0,1,101,2,43,4,6,63,1,10,72,40,11907.0451796862,11907.0451796862,0,0,1.16737610299101
"4085",2010,3,89905.987145146,2,5,11,1,0,3,301,2,51,1,6,63,1,10,72,25,53462.4304133673,53462.4304133673,0,0,1.12228343410662
"4086",2014,2,83511.5715790781,0,1,11,0,0,2,201,2,52,1,10,101,1,10,59,55,42359.1575098833,35217.2065343797,0,0,1.21815453926251
"4087",2009,1,19693.3069725902,0,0,0,0,0,1,101,2,53,4,7,71,1,10,72,38,19693.3069725902,19648.4475034044,0,0,1.11459187786748
"4088",2009,3,66392.014395065,0,1,11,1,1,2,201,2,30,1,6,65,1,10,72,40,35887.5753486838,35887.5753486838,0,0,1.11459187786748
"4089",2019,1,47087.2168006453,0,1,11,0,0,2,201,2,40,1,6,63,1,10,72,40,36220.9360004964,36220.9360004964,0,0,1.38041711565142
"4090",2005,1,66300,1,0,0,3,0,3,301,2,31,2,7,71,1,10,72,40,8700,8000,0,0,1
"4091",2016,2,40880.2125323119,1,0,0,1,0,3,301,2,34,6,6,65,1,10,72,45,23494.3750185701,23494.3750185701,0,0,1.27690138496078
"4092",2012,3,129769.660019472,0,1,11,2,0,2,201,2,54,1,10,101,1,10,20,16,642.46646652983,642.46646652983,0,0,1.16737610299101
"4093",2011,3,15418.082313634,0,0,0,1,0,1,101,2,45,4,6,63,1,10,72,40,14892.4658711238,14892.4658711238,0,0,1.14151680098611
"4094",2014,3,113450.301702827,0,1,11,4,0,2,201,2,39,1,2,22,1,10,72,24,9850.96686276356,9850.96686276356,0,0,1.21815453926251
"4095",2018,4,128529.163050278,0,1,11,2,0,2,201,2,52,1,10,101,2,20,20,32,11176.4489608937,11176.4489608937,0,0,1.34210786024119
"4096",2006,3,78105.4068657093,0,1,11,1,0,2,201,2,55,1,10,101,1,10,72,38,27686.618105382,27686.618105382,0,0,1.0293781599299
"4097",2018,3,182548.666361264,0,1,11,1,1,2,201,2,30,1,11,114,3,30,33,40,33529.3468826812,33529.3468826812,0,0,1.34210786024119
"4098",2016,3,121387.604262612,0,2,11,1,0,1,101,2,52,1,11,115,1,10,46,11,86146.0417347569,86146.0417347569,0,0,1.27690138496078
"4099",2019,0,42016.2857605758,0,1,11,0,0,2,201,2,27,1,8,81,2,20,33,10,4346.51232005957,4346.51232005957,0,0,1.38041711565142
"4100",2006,4,99088.9490087357,0,1,11,3,1,2,201,2,38,1,10,101,1,10,72,45,74802.4418987514,74802.4418987514,0,0,1.0293781599299
"4101",2007,0,78200.8566967699,0,1,11,0,0,2,201,2,45,1,7,71,1,10,72,60,31091.9068794386,31091.9068794386,0,0,1.06136944665247
"4102",2007,3,47108.9498173313,0,0,0,1,0,1,101,2,38,6,10,101,3,30,59,40,33918.4438684785,33918.4438684785,0,0,1.06136944665247
"4103",2011,1,140251.987409818,0,2,11,1,0,1,101,2,37,1,6,63,1,10,72,40,43801.3702091875,43801.3702091875,0,0,1.14151680098611
"4104",2005,4,50600,0,0,0,2,0,1,101,2,43,4,11,114,1,10,33,40,50600,41000,0,0,1
"4105",2006,4,6605.92993391571,0,0,0,2,0,1,101,2,38,4,6,65,1,10,7,30,6217.34582015596,2525.79673943836,0,3691.5490807176,1.0293781599299
"4106",2015,4,39093.9665220148,0,0,0,3,0,1,101,2,44,2,6,64,1,10,72,40,20871.5221678108,20871.5221678108,0,0,1.24571652182123
"4107",2017,3,110078.500960958,0,1,11,2,0,2,201,2,53,1,7,71,1,10,72,30,36692.8336536527,36692.8336536527,0,0,1.30815734900926
"4108",2011,1,78842.4663765375,0,1,11,0,0,2,201,2,51,1,7,71,1,10,72,40,35041.09616735,35041.09616735,0,0,1.14151680098611
"4109",2005,3,91664,0,0,0,0,0,9,901,2,28,6,10,101,1,10,72,40,39060,39000,0,0,1
"4110",2016,2,22116.038350814,0,1,11,5,2,2,201,2,32,1,6,64,1,10,72,30,10964.0416753327,10964.0416753327,0,0,1.27690138496078
"4111",2011,4,29609.7262614108,0,1,11,0,0,2,201,2,52,1,10,101,1,10,72,37,10161.9178885315,10161.9178885315,0,0,1.14151680098611
"4112",2006,3,107734.94553989,0,5,21,2,0,1,101,2,49,4,10,101,1,10,72,40,27200.8879631823,23315.0468255849,0,0,1.0293781599299
"4113",2019,0,86930.2464011913,0,0,0,1,0,1,101,2,50,5,7,71,1,10,72,40,36220.9360004964,36220.9360004964,0,0,1.38041711565142
"4114",2008,3,141395.086864849,0,0,0,1,0,1,101,2,46,6,7,71,2,20,72,40,140846.334910652,140846.334910652,0,0,1.09339018368985
"4115",2012,0,59106.9149207444,0,2,11,4,0,1,101,2,40,1,7,71,1,10,72,35,20558.9269289546,20558.9269289546,0,0,1.16737610299101
"4116",2011,4,30135.342703921,0,1,21,0,0,11,1114,2,31,6,6,63,1,10,72,32,10862.7398118785,8760.27404183751,0,0,1.14151680098611
"4117",2015,3,272533.914460452,0,1,11,2,0,2,201,2,48,1,10,101,1,10,72,40,60206.313945608,60206.313945608,0,0,1.24571652182123
"4118",2010,3,79748.1253666062,0,1,11,1,1,2,201,2,40,1,6,63,1,10,46,40,34750.5797686887,31186.4177411309,0,0,1.12228343410662
"4119",2015,3,116880.52413974,0,2,11,4,0,1,101,2,40,1,10,101,3,30,7,8,481.650511564864,481.650511564864,0,0,1.24571652182123
"4120",2006,4,123472.60214716,0,2,11,2,0,1,101,2,48,1,10,101,1,10,33,20,20400.6659723868,19429.2056879874,0,0,1.0293781599299
"4121",2010,2,82688.5590393414,0,2,11,1,1,1,101,2,32,1,11,114,1,10,72,40,42591.7362293159,42591.7362293159,0,0,1.12228343410662
"4122",2008,1,22864.6647582227,0,0,0,0,0,1,101,2,54,4,10,101,1,10,33,60,22864.6647582227,9145.86590328907,0,0,1.09339018368985
